LGA_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
LGA16950,294,111,252,358,96,244,336,0,3,5,7,0,7,3,3,10,134,254,388,159,316,476,159,318,473,3298,3380,6681,3889,3469,7361,4711,4255,8970,12533,12925,25461,12944,13188,26138,13587,13810,27396
LGA17000,79,24,65,92,19,67,89,0,0,0,0,0,0,0,0,0,55,72,127,42,74,118,63,84,150,733,677,1410,731,616,1345,926,909,1830,3579,3485,7066,3448,3452,6901,3491,3672,7163
LGA17040,85,21,56,69,15,57,69,0,3,3,0,3,3,0,0,0,34,73,106,32,72,105,45,84,123,1365,1026,2395,1075,763,1840,1202,961,2167,3388,3153,6542,3158,2957,6114,3187,3031,6216
LGA17080,60,10,27,35,6,20,33,0,0,0,0,0,0,0,0,0,14,58,68,18,41,52,18,31,51,675,532,1202,573,438,1011,878,728,1610,2121,2072,4190,2018,1943,3966,2182,2167,4344
LGA17100,180,83,142,222,116,184,295,4,8,11,4,3,5,3,3,3,136,195,325,187,241,427,268,337,609,1705,1573,3277,1555,1442,2999,1566,1337,2905,6250,5948,12193,6299,5910,12208,6876,6586,13459
LGA17150,960,356,644,1004,315,623,938,4,14,17,8,11,17,3,15,19,415,790,1199,462,787,1252,437,791,1237,6385,6378,12762,5081,5129,10205,4592,4852,9439,30902,31016,61916,30246,30874,61119,30658,31497,62146
LGA17200,1360,744,894,1644,1261,1619,2875,16,13,33,31,24,50,17,41,58,1228,1532,2759,1643,2058,3708,2829,3773,6604,21929,17126,39052,12983,10484,23470,14751,12081,26829,35617,32603,68218,29841,29242,59080,38089,39885,77977
LGA17310,162,64,121,186,73,136,209,3,0,3,3,0,5,7,0,8,73,145,221,95,152,249,95,172,267,1702,1774,3476,1959,1905,3863,2598,2616,5217,7895,8139,16032,8204,8395,16599,8848,9349,18196
LGA17350,3,5,8,12,4,14,13,0,0,0,0,0,0,0,0,0,0,6,9,12,8,19,11,15,20,193,198,386,159,164,320,227,211,438,824,842,1665,805,796,1607,869,843,1713
LGA17400,21,4,28,34,9,9,16,0,3,3,0,0,0,0,0,0,10,19,29,12,33,49,12,14,25,221,205,424,304,265,570,408,448,853,865,903,1767,889,994,1882,925,1044,1964
LGA17420,557,215,443,658,252,425,676,3,7,14,6,12,19,6,3,15,321,567,883,349,635,990,456,704,1155,3108,3189,6293,2654,2638,5298,2557,2770,5336,21840,21999,43842,23053,23095,46145,25303,25411,50716
LGA17550,282,106,233,336,105,192,294,0,3,3,8,0,8,6,4,10,101,254,354,161,314,477,162,265,431,3240,3336,6575,2911,3200,6113,3723,4054,7773,11055,11634,22688,11233,12456,23694,12173,13450,25623
LGA17620,42,7,35,42,5,33,39,0,0,3,0,0,3,0,3,3,14,35,47,6,39,52,12,42,46,421,421,843,425,461,888,683,727,1410,1771,1813,3577,1849,1952,3800,2078,2312,4393
LGA17640,20,4,10,16,5,13,22,0,0,0,0,0,0,0,0,4,4,25,28,6,20,24,7,18,22,284,266,552,224,226,447,373,323,691,985,1064,2047,945,1015,1959,1047,1070,2112
LGA17650,15,3,7,11,3,10,14,0,0,0,0,0,0,0,0,0,5,15,20,6,10,12,8,18,20,147,163,305,160,154,311,252,265,508,828,921,1742,888,957,1840,863,996,1853
LGA17750,181,78,146,226,82,139,222,3,3,10,6,4,6,6,3,9,158,160,323,170,176,344,218,206,423,1576,1689,3260,1510,1597,3103,2042,2042,4080,9375,9770,19146,9289,10043,19339,9615,10455,20074
LGA17850,8,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,8,9,0,3,5,106,107,207,92,91,178,178,181,363,431,454,882,354,420,774,427,471,900
LGA17900,19,3,9,10,0,9,13,3,0,3,0,0,0,0,0,0,9,24,34,5,9,22,4,15,21,435,310,750,430,317,753,458,404,862,1055,932,1988,979,914,1890,978,958,1943
LGA17950,4,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,10,7,0,0,3,83,71,155,105,98,197,154,174,325,336,365,699,331,412,738,391,464,852
LGA18020,32,9,21,29,8,14,19,0,0,0,0,0,3,0,0,4,13,30,41,16,24,40,9,26,31,370,336,709,437,382,821,574,576,1153,1447,1483,2933,1471,1447,2915,1409,1519,2927
LGA18050,443,175,289,462,320,441,759,0,4,5,0,8,8,7,7,10,250,406,655,273,436,709,436,586,1028,5828,4986,10816,3889,3586,7478,3539,3687,7229,11071,10560,21634,9864,10016,19879,10355,10981,21334
LGA18100,4,0,6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,11,7,0,6,4,3,8,13,111,95,201,125,95,218,182,206,393,477,500,973,469,499,971,489,534,1027
LGA18200,15,7,10,17,3,19,24,0,0,0,0,0,0,0,0,0,12,6,21,8,13,21,10,22,35,279,256,537,260,229,492,429,367,789,993,965,1953,949,905,1849,1042,1035,2075
LGA18230,116,50,123,168,52,106,164,0,5,10,4,5,11,0,3,3,56,105,161,73,147,224,84,148,239,2065,2075,4136,2059,1646,3699,2710,2280,4987,7369,7676,15041,7312,7304,14620,8001,7975,15972
LGA18250,480,162,280,443,168,300,473,3,3,13,5,11,11,0,4,9,249,432,679,253,400,648,298,488,790,2425,2496,4919,1797,1797,3600,1819,2020,3839,10080,10571,20657,10176,10636,20810,11644,12345,23984
LGA18350,193,56,141,196,56,147,204,0,5,5,0,0,3,0,3,3,72,162,237,85,171,256,83,209,288,1505,1678,3188,1262,1334,2594,1724,1846,3568,6297,6875,13171,6106,6684,12791,6535,7217,13749
LGA18400,169,52,128,178,49,132,177,0,0,0,0,0,0,0,0,4,50,151,202,90,158,249,67,167,234,1386,1342,2731,1229,1197,2423,1464,1431,2897,6675,6500,13178,6754,6808,13568,7433,7619,15054
LGA18450,742,251,531,784,269,580,846,9,13,22,8,15,20,3,10,16,340,620,956,397,678,1076,442,786,1233,7005,6954,13958,5918,5774,11691,5908,6047,11959,29467,29300,58769,30431,30284,60718,31980,32140,64118
LGA18500,348,93,188,278,113,205,317,4,3,5,0,3,4,0,4,4,161,280,439,142,239,378,156,277,431,3394,3620,7019,2957,2983,5939,2291,2762,5052,7980,8901,16878,8009,8559,16570,7852,9034,16884
LGA18710,49,23,38,60,20,43,62,0,3,3,0,0,0,0,0,0,24,42,61,26,53,77,33,57,84,374,334,704,453,476,930,608,663,1274,1916,1986,3903,2235,2370,4601,2502,2757,5260
LGA19399,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,3,8,0,5,5,3,0,5,27,24,49,28,10,33,73,49,122,93,120,213,91,97,191,142,131,269
LGA19499,65,23,33,56,37,33,65,3,0,8,5,0,4,0,0,4,68,48,117,55,69,123,60,69,129,806,497,1303,1956,862,2820,2231,1127,3360,1443,1160,2608,2739,1745,4483,2819,1779,4593
LGA19799,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,7,18,4,3,11,21,33,46,17,9,21,16,3,17,29,62,93
LGA20110,64,17,31,54,18,39,54,0,3,0,0,0,3,0,0,0,27,46,73,24,41,61,20,49,70,414,426,838,317,330,652,564,593,1157,1606,1609,3214,1422,1513,2938,1632,1746,3375
LGA20260,36,16,29,43,10,26,38,0,0,0,0,0,0,0,0,0,21,37,54,16,44,59,10,33,44,639,351,987,718,374,1096,1154,484,1640,1743,1485,3231,1685,1428,3110,2029,1473,3499
LGA20570,318,193,335,527,184,302,483,5,9,20,8,9,18,6,3,10,205,255,457,301,456,761,316,422,734,3050,3392,6438,2927,3139,6068,3309,3680,6987,13322,14055,27376,14014,15137,29153,14966,16171,31139
LGA20660,630,233,522,753,208,439,647,6,12,19,8,11,21,11,8,19,348,535,887,424,689,1106,398,580,972,3662,3807,7469,2869,2988,5859,2980,3353,6335,17128,17417,34545,16760,17195,33955,17454,18044,35499
LGA20740,110,47,102,157,46,95,141,0,4,4,4,3,7,0,3,6,60,93,145,75,143,215,78,135,217,1298,1371,2677,1083,1225,2309,1360,1457,2822,3559,3780,7341,3529,3944,7475,4046,4426,8471
LGA20830,172,60,145,206,65,141,205,3,0,3,5,3,7,3,5,5,76,163,236,102,195,294,106,212,316,1206,1385,2583,1240,1215,2450,1755,1950,3702,5417,6061,11470,5730,6287,12022,6642,7441,14084
LGA20910,392,150,305,457,141,339,482,0,10,14,9,3,11,3,6,6,187,325,516,212,373,583,197,399,596,2864,3450,6311,2520,2756,5277,2623,2951,5571,13436,14185,27624,14043,14379,28426,14922,15565,30488
LGA21010,68,12,34,53,15,19,36,0,0,0,0,0,0,0,0,0,24,65,89,22,45,66,27,36,70,388,473,858,352,380,739,615,664,1283,1834,1983,3820,1708,1757,3469,1752,1855,3605
LGA21110,815,291,598,889,300,580,875,10,10,27,9,15,25,9,16,26,453,667,1119,459,785,1241,500,825,1326,4759,5168,9928,3952,3989,7942,4112,4377,8485,26405,26877,53277,26660,26970,53626,28468,29014,57488
LGA21180,916,499,901,1405,617,1107,1726,44,47,89,34,37,71,21,32,52,656,906,1563,1052,1538,2593,1325,1966,3284,7870,7617,15490,8435,8050,16481,7325,7205,14531,27302,27079,54383,29315,29442,58757,30315,30925,61236
LGA21270,10,3,9,16,0,7,15,0,0,0,0,0,3,0,0,0,0,8,12,12,16,26,4,16,18,192,239,431,185,180,360,322,317,636,865,922,1788,800,798,1601,904,869,1776
LGA21370,152,58,127,188,24,98,123,3,5,8,0,3,3,0,0,3,56,158,214,81,161,241,48,129,179,1164,1189,2353,1223,1278,2501,1606,1702,3309,5050,5118,10167,4972,5178,10153,5030,5263,10292
LGA21450,292,114,368,483,157,379,535,7,3,11,3,8,15,3,7,8,120,267,385,198,468,665,265,525,783,1958,2002,3962,2137,2145,4280,2984,3054,6041,9212,9320,18533,11024,11820,22848,14254,15043,29297
LGA21610,1056,494,1138,1632,649,1445,2094,24,24,50,23,29,51,23,31,58,527,1008,1535,847,1595,2445,1214,2204,3415,8295,7799,16097,7746,7569,15319,8821,8889,17703,35232,35075,70312,39881,40566,80450,46967,48545,95512
LGA21670,63,20,48,74,19,33,50,0,3,7,0,0,0,0,0,3,25,62,83,34,66,103,25,51,80,384,455,841,425,389,816,533,569,1099,1566,1633,3198,1503,1541,3041,1624,1655,3276
LGA21750,118,37,83,123,27,54,80,0,4,3,3,0,4,0,0,0,48,103,156,54,89,141,42,65,109,659,634,1288,643,664,1307,881,844,1727,2815,2854,5672,2657,2765,5424,2823,2819,5645
LGA21830,50,15,45,64,8,32,44,0,0,0,4,0,8,0,3,4,28,51,75,37,71,109,28,51,75,578,606,1187,465,467,933,747,740,1492,2334,2488,4825,2237,2355,4587,2319,2276,4598
LGA21890,706,307,574,884,327,611,937,9,23,34,21,21,39,3,4,3,398,694,1091,622,901,1523,649,938,1585,6305,5963,12273,5355,4936,10292,5331,5730,11065,19739,20251,39991,20580,21540,42116,22558,24093,46647
LGA22110,163,54,118,171,48,113,162,0,5,7,3,3,4,3,4,6,90,145,237,86,155,236,80,157,235,1430,1500,2931,1379,1339,2720,2163,2338,4505,5274,5605,10881,5205,5464,10671,5742,6281,12024
LGA22170,476,227,555,777,237,523,765,6,15,20,16,17,30,9,9,19,241,460,703,374,714,1085,412,721,1134,5114,5441,10552,4304,4597,8903,4546,4802,9351,17686,18605,36290,17910,18903,36816,18531,19953,38485
LGA22250,42,8,20,28,5,13,16,0,0,0,0,0,0,0,0,0,17,36,56,12,36,48,6,19,32,381,422,800,374,378,757,448,461,912,1523,1594,3118,1317,1368,2683,1319,1392,2710
LGA22310,640,282,487,769,297,502,795,11,20,31,7,12,25,7,11,15,359,535,897,500,668,1166,518,748,1265,5277,5403,10679,3794,3795,7584,3580,3728,7310,19778,19963,39747,19859,20102,39963,22147,22734,44884
LGA22410,69,13,75,94,30,66,95,0,0,0,0,3,3,0,3,8,24,64,88,31,106,136,47,96,144,668,660,1326,621,660,1282,945,910,1853,2787,2844,5629,2625,2797,5417,2627,2735,5356
LGA22490,65,26,83,105,27,69,95,3,0,3,0,0,3,0,0,4,32,60,91,47,107,156,45,95,138,528,509,1039,503,484,991,729,706,1431,2622,2569,5188,2862,2868,5731,3392,3439,6835
LGA22620,427,182,349,532,167,303,473,14,9,22,10,11,20,10,5,13,253,396,653,276,494,770,270,427,698,3068,3506,6575,3089,3181,6268,4227,4430,8656,13820,15133,28956,14189,15521,29713,16052,17115,33164
LGA22670,902,456,823,1273,597,931,1531,28,36,68,28,33,58,17,21,35,602,911,1509,992,1422,2413,1202,1613,2816,6669,6312,12979,5787,5392,11180,5596,5212,10807,20480,19696,40180,21310,20686,41995,23985,23242,47224
LGA22750,902,429,870,1300,465,822,1283,13,23,38,17,13,35,15,20,34,463,832,1296,701,1150,1856,766,1207,1970,7185,6836,14024,6804,6098,12908,8391,8082,16470,29500,29561,59058,30346,31048,61393,34455,35426,69884
LGA22830,209,103,184,286,95,201,294,8,8,14,3,4,8,7,0,9,94,195,292,172,259,431,192,299,487,2335,2299,4632,2471,2226,4698,3185,3025,6207,8748,9011,17763,8990,9127,18122,9864,10065,19931
LGA22910,89,28,60,89,12,35,52,0,0,3,0,0,0,0,0,0,33,82,116,46,75,124,28,55,80,590,588,1175,493,522,1015,747,845,1588,1949,2057,4008,1810,1992,3800,1955,2233,4182
LGA22980,20,13,16,34,6,22,28,0,0,0,0,0,0,0,0,0,4,28,32,27,24,43,15,25,41,165,185,349,165,165,329,212,239,451,728,829,1556,729,721,1456,665,752,1418
LGA23110,499,228,358,585,201,407,612,11,11,21,11,5,21,6,7,16,273,440,720,412,536,948,344,590,939,3372,3369,6744,3027,2933,5959,2702,2819,5521,12131,12109,24242,12102,12119,24219,12357,13033,25395
LGA23190,80,26,32,62,28,62,86,0,0,0,0,0,0,0,4,3,33,58,94,42,41,81,48,85,132,452,600,1059,530,541,1078,649,663,1310,2416,2664,5077,2422,2580,5001,2565,2637,5210
LGA23270,689,362,674,1040,485,949,1439,24,22,42,32,20,53,23,19,43,489,697,1192,688,1084,1777,1066,1665,2728,6412,6354,12768,6471,6479,12952,6840,6844,13680,24722,25255,49983,26877,28175,55056,31816,32919,64733
LGA23350,29,14,34,55,16,43,59,3,0,4,0,0,0,0,0,3,21,36,62,19,39,59,22,48,69,559,464,1022,570,406,976,744,586,1328,2292,2311,4597,2203,2249,4454,2295,2376,4669
LGA23430,667,253,518,775,309,554,865,15,16,25,16,10,28,4,20,25,339,580,921,448,699,1147,540,783,1328,5006,5245,10255,4356,4175,8534,4100,4506,8603,19290,19754,39051,19848,20079,39924,21265,22103,43373
LGA23670,799,278,671,955,304,652,951,9,15,22,12,13,26,4,12,14,351,697,1042,410,840,1248,474,899,1368,3828,4177,8010,3264,3194,6460,3365,3520,6888,21711,22746,44460,20851,21528,42375,21269,21846,43112
LGA23810,292,95,234,324,106,253,354,3,8,13,7,11,14,8,5,13,191,281,474,179,309,491,205,325,523,2589,2741,5333,2557,2621,5180,3202,3385,6589,10296,10926,21219,10137,10786,20924,10213,11031,21242
LGA23940,31,13,22,29,7,14,23,0,0,3,0,0,0,0,0,0,12,39,51,11,28,42,11,25,35,251,258,506,268,243,507,462,412,876,996,1044,2038,897,955,1848,1019,1059,2077
LGA24130,211,80,185,263,66,168,227,0,0,4,0,4,4,0,6,4,80,175,254,119,225,344,92,206,293,1150,1286,2439,1058,1079,2135,1650,1784,3432,6036,6230,12265,6182,6468,12651,6883,7280,14169
LGA24210,610,222,467,691,280,497,777,10,13,23,7,14,21,4,10,14,271,529,798,335,593,928,434,676,1107,3123,3185,6307,2445,2605,5047,2497,2815,5310,16259,16567,32829,16003,16190,32190,16905,17034,33939
LGA24250,38,9,39,42,13,27,42,3,0,3,6,0,6,0,0,0,14,35,51,20,45,59,13,30,48,315,272,588,216,209,423,409,394,804,1089,1024,2118,987,1093,2075,1206,1289,2494
LGA24330,455,234,373,610,262,457,716,18,24,38,5,12,16,8,5,18,323,448,775,456,621,1082,496,804,1301,3473,3005,6480,3796,2909,6702,3188,3111,6302,10668,9854,20522,11958,11189,23146,13345,13230,26578
LGA24410,568,212,476,685,242,487,727,8,6,14,7,7,17,10,6,11,247,500,746,343,627,973,427,677,1109,2879,3195,6076,2256,2531,4791,2481,2848,5328,14387,14943,29330,14465,14916,29380,15343,16024,31369
LGA24600,663,267,463,727,710,887,1594,8,18,26,4,4,15,5,17,22,492,813,1302,562,877,1439,1443,1973,3418,6735,5365,12096,6206,5113,11320,8282,7967,16247,17831,18188,36017,19411,20347,39761,30050,34259,64309
LGA24650,387,232,498,731,302,639,945,3,7,17,8,12,15,11,17,28,204,341,544,342,690,1031,559,963,1529,3304,3150,6460,4322,3917,8238,5191,4955,10142,12650,12448,25100,17262,17496,34758,22324,23138,45460
LGA24780,160,78,137,215,64,145,205,4,13,21,0,3,3,4,7,10,94,164,265,131,194,320,117,212,330,1941,2047,3990,1915,2017,3938,2604,2581,5185,7440,7825,15266,7439,7779,15220,7973,8272,16239
LGA24850,127,37,118,155,55,131,184,0,5,5,5,3,10,3,0,3,65,103,172,124,165,283,139,174,307,1214,1107,2327,1222,1228,2449,1820,1902,3726,5135,4960,10093,5234,5464,10694,6385,6561,12940
LGA24900,118,30,83,116,33,84,113,0,3,6,5,0,3,3,0,3,47,115,160,62,126,186,73,112,183,961,930,1888,1092,1066,2156,1371,1349,2723,3741,3828,7568,3803,4005,7811,4012,4163,8176
LGA24970,743,348,595,944,404,661,1069,13,12,31,9,9,20,3,14,17,451,674,1127,664,852,1516,766,998,1766,5591,5539,11130,4567,4291,8856,4504,4751,9249,26679,25657,52334,27555,26448,53999,31416,31238,62652
LGA25060,551,212,404,616,257,461,711,5,11,18,4,14,23,8,13,21,286,493,779,369,595,964,420,722,1142,4340,4149,8493,3584,3673,7260,3653,4008,7663,15375,15771,31148,15466,16267,31731,17144,17995,35140
LGA25150,102,35,126,164,70,123,192,4,7,5,6,0,5,0,0,0,49,95,147,62,167,231,115,167,290,839,789,1623,899,787,1690,1103,1126,2230,4000,4053,8053,4147,4226,8374,4611,4909,9520
LGA25250,776,360,612,977,425,644,1070,16,7,22,18,13,36,15,20,32,451,692,1142,765,916,1678,818,1018,1842,6118,6042,12162,5855,5348,11208,5341,5465,10805,20309,20861,41169,21985,22448,44432,24122,25016,49133
LGA25340,567,199,503,705,218,519,736,11,12,28,3,11,14,8,16,23,367,551,918,396,630,1030,385,662,1045,6166,6876,13043,4713,5422,10138,4888,5420,10302,20069,20903,40971,19619,20845,40460,20418,21718,42134
LGA25430,89,30,77,100,23,67,93,4,0,3,4,0,3,0,3,3,43,80,121,41,91,131,32,81,113,936,768,1701,1012,730,1745,1511,911,2416,2663,2594,5261,2683,2592,5282,3052,2601,5654
LGA25490,39,21,38,58,19,43,61,3,0,3,3,0,4,3,3,3,15,36,49,30,51,83,27,52,83,559,508,1066,472,499,967,779,756,1526,2264,2398,4659,2170,2444,4619,2453,2581,5029
LGA25620,54,24,53,79,13,44,54,0,0,0,0,0,0,0,0,3,28,59,89,34,65,101,26,53,78,638,602,1241,492,444,937,693,691,1386,1975,1972,3950,1661,1747,3406,1866,1912,3779
LGA25710,294,107,280,384,99,169,273,3,3,5,0,6,3,0,0,0,119,273,394,149,339,494,150,230,381,1694,1641,3332,1230,1245,2474,1396,1409,2807,10291,10343,20631,9711,9909,19618,9616,9742,19356
LGA25810,50,20,30,51,10,24,36,0,0,0,3,0,3,0,0,0,26,45,70,36,42,74,29,36,67,403,379,782,369,355,728,462,489,951,1605,1652,3259,1479,1507,2986,1367,1463,2836
LGA25900,659,246,463,709,289,506,797,6,13,26,3,7,15,5,7,18,340,577,918,395,619,1018,463,700,1163,6519,5644,12159,4442,3708,8146,5191,5209,10399,12776,13088,25863,11749,12098,23849,13627,14797,28422
LGA25990,28,7,19,29,7,19,27,0,0,0,0,0,0,0,3,3,14,27,38,11,27,36,13,24,43,323,231,552,328,195,521,699,315,1022,948,908,1853,941,852,1794,1266,952,2211
LGA26080,12,3,5,14,4,3,10,0,0,0,0,0,0,0,0,0,5,9,16,7,11,11,3,3,7,88,146,232,90,101,193,126,139,264,351,414,765,346,387,727,352,377,728
LGA26170,99,28,63,90,32,73,105,0,3,3,0,0,0,5,0,4,50,85,132,56,85,141,65,106,169,879,974,1860,802,755,1557,1228,1306,2527,3541,3831,7372,3373,3712,7087,3827,4157,7986
LGA26260,61,26,42,72,24,37,58,3,0,3,0,0,0,3,0,3,39,49,88,45,66,107,33,52,88,440,495,933,411,408,817,562,596,1157,2250,2338,4587,2122,2249,4371,2099,2121,4219
LGA26350,563,191,346,541,215,425,634,8,14,20,15,17,25,0,11,10,295,461,755,283,488,773,321,598,927,4724,4620,9347,3637,3439,7078,3875,4196,8067,14404,15113,29512,13642,14454,28097,15098,17085,32184
LGA26430,44,15,35,48,11,29,41,0,0,4,0,0,0,0,0,3,15,38,56,23,44,63,22,37,60,337,364,703,332,329,659,465,525,990,1188,1203,2395,1116,1150,2265,1260,1390,2655
LGA26490,89,41,78,119,46,98,144,3,0,3,0,0,0,0,3,4,47,85,126,68,99,161,70,118,193,810,693,1505,768,738,1504,909,929,1836,3429,3251,6679,3828,3821,7650,4379,4445,8823
LGA26610,73,35,46,84,23,46,65,3,7,8,0,0,0,3,3,6,41,66,109,51,68,115,37,70,105,923,825,1750,848,815,1666,1424,1324,2752,3106,3056,6162,2897,2936,5831,3342,3348,6690
LGA26670,25,8,16,26,12,15,25,0,0,0,0,0,3,0,0,0,5,25,32,7,26,39,15,22,39,171,199,370,133,141,271,281,243,523,806,858,1658,734,817,1555,818,762,1581
LGA26700,115,30,77,100,22,65,90,3,0,7,0,0,0,0,0,0,50,100,153,46,91,135,43,83,130,792,844,1634,755,808,1561,1130,1317,2447,3514,3869,7378,3459,3831,7285,3798,4216,8011
