SA3_CODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
30302,11,7,33,55,127,649,29,54,446,895,1336,11588,11555,729,792,2036,2786,462,1836,14771,13790,29584,30762,60344
30303,8,8,21,43,151,697,18,27,486,917,1407,14380,14585,596,761,1497,2472,514,2167,11149,10443,28144,30425,58572
30304,0,0,12,24,89,379,17,16,276,505,783,7290,7284,383,414,936,1363,272,1169,6868,5889,15743,16114,31850
30305,5,3,15,21,101,368,12,15,268,467,731,12487,12633,595,758,1290,1889,352,1353,8217,7355,22938,23984,46926
30306,3,0,12,30,118,459,5,17,303,580,887,10385,10558,393,521,1041,1495,364,1386,8233,6567,20414,20523,40942
30401,3,0,8,16,71,318,5,13,186,406,586,7406,7485,252,325,733,1200,222,896,3880,3615,12486,13518,26009
30402,5,3,7,27,117,424,10,22,349,596,943,10519,10748,285,454,777,1400,329,1188,5319,4823,17232,18617,35848
30403,8,3,10,26,113,411,4,23,332,574,909,8585,8696,367,449,893,1501,262,1167,10832,10817,20936,22621,43562
30404,0,8,18,35,125,601,14,30,363,797,1163,9871,9972,444,611,1130,1988,363,1545,7211,6472,19026,20594,39620
30501,3,7,13,53,72,423,45,115,288,670,956,9193,9167,861,686,2430,2631,316,1243,19089,16544,31891,30267,62160
30502,0,0,8,32,42,198,12,22,139,295,438,6962,7010,420,487,1142,1587,211,681,7465,7298,16209,17068,33278
30503,4,6,26,56,140,629,35,62,413,867,1279,14068,14124,864,956,2570,3233,453,1819,18135,17391,36098,37521,73616
30504,0,5,14,25,66,299,30,33,214,411,626,9397,9441,422,459,1235,1871,244,957,11357,11051,22654,23781,46439
30601,5,3,13,14,45,180,11,4,160,240,398,9816,9995,659,824,1892,2562,311,1056,7609,7076,20281,21509,41791
30602,17,11,34,50,188,762,32,41,508,995,1507,15639,15801,1465,1737,3745,4612,778,2969,17498,15900,39130,41025,80153
30603,4,0,20,25,95,339,17,13,287,438,727,6423,6394,535,455,1398,1202,393,1290,5572,4350,14316,13687,28001
30604,0,3,9,8,30,61,9,0,72,86,159,2022,2019,170,172,572,593,133,300,1969,1754,4867,4830,9701
30605,4,3,23,25,116,407,29,11,399,542,932,7658,7776,565,611,1676,1895,503,1665,5656,4885,16058,16828,32890
30701,6,3,18,16,109,364,31,18,301,467,765,8934,8697,709,604,1495,1243,493,1489,6003,4891,17632,16926,34560
30702,3,0,12,13,123,438,23,29,362,580,937,8702,8715,618,569,1411,1361,484,1535,5560,4321,16777,16496,33273
30703,6,0,20,30,112,464,18,18,363,616,982,8322,8421,587,609,1465,1793,512,1698,5024,4140,15909,16657,32566
30801,0,0,9,3,13,45,9,0,61,67,133,5659,5422,446,344,905,780,163,395,4327,3282,11498,10218,21714
30803,12,7,38,58,301,1066,61,80,869,1441,2306,21778,21391,1659,1817,3917,4662,1220,4066,17338,14721,45908,46664,92567
30804,4,0,3,4,27,103,5,4,87,131,211,3132,3037,204,184,400,341,128,444,1910,1379,5769,5383,11152
30805,6,4,14,12,71,246,10,14,186,325,509,12046,11877,966,915,2197,1998,442,1313,8934,7009,24583,23119,47696
30901,3,3,49,80,177,714,26,26,601,1023,1625,10903,11032,859,974,2549,3476,607,2336,10265,9522,25172,27341,52515
30902,9,3,50,78,209,699,34,23,628,974,1602,9514,9590,778,907,2301,3222,650,2123,8012,7296,21252,23136,44386
30903,15,13,56,86,262,894,32,27,758,1245,2001,12363,12495,951,1321,2842,4506,832,3053,9447,8626,26440,29993,56429
30904,3,0,6,5,28,85,8,3,128,123,253,3969,4003,267,301,787,1023,154,474,2237,1966,7416,7763,15178
30905,3,0,11,10,48,169,7,4,151,218,369,6982,7047,349,468,898,1441,203,677,3989,3703,12422,13329,25756
30906,9,4,16,25,156,502,16,9,465,726,1192,12874,13063,888,1190,2164,3100,493,1833,9429,8506,25841,27693,53531
30907,4,3,22,41,129,505,13,5,409,716,1119,23168,23358,1506,1924,3169,4552,644,2169,15977,15144,44461,47152,91615
30908,8,3,32,39,162,660,4,17,450,857,1307,9247,9383,559,819,1424,2613,415,1864,7324,7130,18967,21817,40781
30909,11,8,50,68,197,807,29,35,544,1062,1605,9492,9626,767,1057,2276,3269,575,2361,11106,9676,24212,25995,50206
30910,9,9,25,29,97,325,18,13,321,466,785,7350,7391,626,673,1900,2347,377,1297,7743,6420,18003,18129,36129
31001,3,0,16,33,120,516,20,24,364,681,1046,13186,12553,1110,1185,2083,3046,495,2130,11710,9460,28589,28379,56975
31002,14,7,29,18,129,447,34,17,401,583,979,12572,12444,1056,1063,2450,2580,657,1906,8577,7101,25306,25094,50400
31003,8,7,28,39,226,818,36,47,630,1068,1699,17553,17702,1632,2078,3241,4589,943,3199,16131,14315,39501,41872,81372
31004,0,0,15,12,46,168,7,5,149,235,387,13969,14070,1146,1540,2065,2869,379,1320,12521,11671,30078,31462,61542
31101,0,0,5,12,60,141,7,8,134,195,328,2644,2610,247,277,535,662,183,518,1865,1610,5470,5682,11152
31102,10,0,23,36,87,238,6,3,251,327,580,6631,6659,642,865,1476,2050,395,1304,6299,5795,15452,16671,32120
31103,4,0,14,21,85,381,8,17,270,492,761,13600,13724,1162,1500,2237,2975,486,1928,12137,10918,29628,31043,60673
31104,0,3,3,3,38,78,0,0,104,110,214,9157,9231,626,679,1171,1446,235,675,6148,5325,17337,17362,34696
31105,7,7,17,41,113,462,5,16,328,609,937,11155,11189,782,1008,1758,2622,462,1801,8717,7823,22874,24443,47315
31106,10,0,27,35,114,402,7,16,312,547,861,13538,13387,1146,1381,2341,3374,636,2122,11934,10176,29599,30446,60044
31201,0,0,8,5,46,153,10,0,133,181,313,6600,5984,580,451,1361,974,290,696,5160,3797,14000,11903,25902
31202,16,11,31,51,203,776,26,25,618,1027,1645,22678,22335,1698,1859,3940,4192,1013,3266,16761,13452,46089,45114,91204
31203,0,0,6,8,30,97,3,3,75,120,203,3697,3683,354,321,877,831,191,436,3876,3140,8985,8410,17403
31301,9,7,39,39,144,452,17,11,496,647,1143,7576,7634,643,646,1641,1889,596,1831,3311,2839,13768,14852,28623
31302,6,4,30,38,157,520,29,27,453,701,1158,11038,11128,1095,1414,2302,3113,566,2001,10122,9531,25126,27186,52306
31303,0,0,4,5,30,112,7,0,81,132,212,2862,2589,262,210,548,526,129,410,2140,1238,5954,4971,10926
31304,5,3,16,27,131,358,13,4,347,480,829,12007,12119,863,1071,1850,2729,525,1660,8541,7647,23785,25220,49003
31305,20,11,45,77,237,951,37,58,671,1270,1941,10717,10782,1028,1317,2590,3821,789,3052,8191,7363,23313,26341,49651
31401,8,0,11,25,105,353,9,13,288,475,765,19496,19694,733,937,1847,2800,463,1574,10356,9207,32891,34207,67098
31402,8,3,15,17,103,479,11,9,302,599,906,13125,13305,919,1281,1811,2739,385,1657,9387,9137,25632,28126,53757
31403,0,4,7,15,53,248,12,12,173,326,499,6808,6815,520,662,1213,1851,239,942,5585,4882,14361,15152,29509
31501,3,0,3,3,26,44,18,10,86,74,166,4106,3661,407,288,901,647,255,564,7256,6045,12930,11207,24134
31502,4,3,3,3,22,71,14,9,69,96,158,4739,4430,383,336,896,782,247,565,5585,4696,11850,10805,22650
31503,0,0,10,4,45,173,18,3,134,208,343,3482,3401,255,228,596,527,223,665,2549,2322,7111,7144,14253
31601,6,3,29,45,162,668,15,22,581,925,1508,11281,11340,518,775,1371,2646,462,2046,6648,6691,20280,23501,43785
31602,16,9,43,92,322,1188,23,28,992,1621,2618,16786,16969,1053,1351,2748,4301,926,3529,9753,8664,31267,34811,66079
31603,9,10,28,53,185,661,23,24,552,945,1496,10514,10564,874,981,2509,3669,641,2262,8299,7740,22842,25215,48062
31605,7,0,36,55,136,553,13,17,489,776,1266,8738,8819,500,687,1619,2390,427,1641,4791,4374,16079,17913,33986
31606,3,5,24,32,122,373,19,10,387,530,918,10728,10790,667,773,1900,2449,447,1481,6046,5378,19781,20870,40653
31607,3,4,17,34,104,452,21,11,370,618,995,8512,8544,541,709,1553,2221,410,1459,5533,4808,16552,17741,34293
31608,7,0,3,12,31,111,3,5,130,162,291,4762,4820,291,334,938,1109,187,582,2598,2226,8781,9059,17842
31701,21,12,56,87,367,1705,58,107,1197,2231,3431,29272,29422,1753,2205,4070,6294,1292,5687,20545,18687,56937,62298,119233
31801,9,7,26,14,131,546,21,16,406,683,1087,8291,8322,532,528,1426,1381,545,1885,6323,4937,17115,17047,34163
31802,17,16,54,76,289,1055,53,43,890,1417,2305,31947,32015,2470,3133,5983,7805,1328,4674,32303,27432,74031,75060,149093
31901,13,6,42,62,279,1004,40,34,903,1358,2264,17840,17866,1386,1629,3397,4062,1124,3943,11238,9712,34977,37207,72178
31902,9,3,36,35,157,452,26,24,475,623,1100,9882,9734,843,836,2115,2057,686,1946,6464,5238,19990,19809,39803
31903,4,4,33,30,114,427,24,29,420,616,1038,9917,9983,865,905,2307,2560,575,1894,6183,5258,19848,20592,40444
31904,16,7,43,46,199,673,25,16,632,914,1553,11816,11886,914,1187,2279,3052,801,2678,6449,6044,22256,24843,47094
31905,11,3,29,40,140,430,25,15,412,593,1002,9197,9077,870,831,2206,2274,625,1900,5906,4535,18805,18614,37422
39797,0,0,0,0,0,0,0,0,0,0,4,30,33,0,3,11,17,0,18,21,17,65,81,144
39999,0,0,3,0,5,18,0,0,19,18,44,1793,2015,546,218,932,626,134,174,3106,2148,6509,5179,11693
40101,0,0,5,17,35,153,15,19,141,238,379,2792,2709,293,221,807,841,130,498,6692,5883,10704,10146,20850
40102,7,3,37,31,170,610,11,18,501,783,1282,15759,15831,732,872,2063,2967,591,1963,9179,7991,28330,29628,57955
40103,7,13,21,48,190,788,17,50,580,1079,1666,9679,9928,304,443,1023,1801,454,1934,5505,5340,16967,19450,36413
40104,6,4,28,53,200,801,25,23,640,1044,1686,10958,11015,433,584,1227,2061,552,2431,7029,5977,20201,22063,42269
40105,0,3,15,59,159,594,18,54,459,852,1314,6588,6641,340,433,1128,1733,380,1604,5891,5570,14327,15976,30307
40106,3,0,17,34,94,355,13,33,292,495,787,5707,5669,240,321,788,1077,243,971,4609,3857,11587,11891,23476
40107,15,4,16,59,167,848,24,60,490,1146,1637,7323,7394,313,374,1011,1722,357,1686,5736,5814,14743,16994,31733
40201,4,4,19,16,112,324,10,8,305,443,749,6762,6832,480,600,1117,1516,397,1223,4872,4250,13634,14412,28045
40202,3,5,26,50,233,658,13,12,540,875,1414,13701,13741,1521,1694,2945,3914,880,2886,15006,13210,34057,35441,69496
40203,13,8,27,60,202,777,28,26,598,1026,1620,13479,12811,760,850,1931,2859,616,2495,11155,8978,27944,28005,55944
40204,12,9,38,75,302,1001,13,18,788,1302,2089,25242,25110,1790,2287,4300,5899,1302,4432,21584,17711,54215,55429,109646
40205,13,7,21,43,279,959,10,18,783,1265,2044,20343,20492,992,1334,2594,3982,1008,3363,12355,10724,37296,39888,77192
40301,5,3,25,57,195,847,22,40,534,1105,1635,6767,6802,405,431,1245,1836,441,1862,4872,4554,13735,15480,29217
40302,4,9,35,113,344,1363,25,44,963,1846,2811,17415,17538,910,1246,2777,4496,907,3620,13777,12765,35790,39673,75460
40303,14,13,18,67,276,1060,16,50,788,1430,2210,13766,13866,503,649,1533,2522,634,2429,8488,7974,24924,27445,52364
40304,26,13,69,104,425,1564,12,40,1319,2164,3479,32653,32793,2126,2609,5723,8533,1543,5399,24030,21186,66070,70521,136595
40401,23,13,56,94,454,1725,43,58,1298,2270,3567,20736,20868,1337,1497,3569,4928,1211,5005,17611,14973,44461,47279,91738
40402,9,11,40,53,204,787,32,29,565,1016,1584,9854,9777,825,1010,2352,3070,643,2587,10061,8696,23735,25129,48861
40403,5,3,35,69,261,1026,43,78,784,1431,2214,11479,11533,621,718,1905,2530,648,2703,10624,9451,25272,26930,52206
40501,5,0,10,15,96,357,3,16,306,500,798,7728,7774,457,470,1128,1301,400,1280,4463,3742,14180,14561,28742
40502,4,3,6,12,93,340,8,14,237,435,671,4929,4900,325,288,898,828,314,1028,2858,2155,9322,9200,18521
40503,8,3,11,15,114,435,22,12,288,536,826,5365,5390,413,442,1070,1089,405,1461,3880,3064,11136,11445,22581
40504,4,3,13,10,125,428,24,11,371,534,909,5736,5690,383,305,1174,1007,457,1392,3005,2337,10751,10732,21485
40601,9,5,22,39,164,600,28,13,505,805,1314,10828,10738,787,789,1954,2084,686,2218,8721,6809,22969,22633,45608
40602,3,0,13,8,43,174,15,4,123,213,338,4715,4145,491,420,976,797,273,845,4851,3635,11303,9828,21128
40701,14,0,35,44,237,763,22,22,771,1105,1874,11744,11728,662,720,2076,2676,744,2387,5466,4747,20695,22259,42948
40702,12,6,27,33,198,789,27,23,643,1024,1671,13686,13287,852,841,2209,2457,738,2575,8954,6901,26442,26056,52496
40703,10,9,40,44,247,913,32,22,723,1175,1892,14279,14009,1149,1093,2835,2723,905,3083,9991,7656,29149,28572,57726
49797,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3
49999,0,0,0,0,5,7,3,0,13,7,22,311,311,141,86,220,110,40,27,920,487,1627,1016,2648
50101,4,3,16,30,137,478,10,15,426,649,1079,10596,10665,567,709,1575,2146,468,1591,6330,5676,19529,20784,40312
50102,10,3,19,50,206,836,16,23,679,1111,1792,20543,20636,1390,1602,3372,4226,875,3185,13847,11889,40029,41546,81572
50103,3,0,6,20,51,219,9,11,172,274,451,4952,4939,324,346,893,1002,249,827,2892,2266,9303,9377,18684
50201,15,5,52,81,314,980,18,17,1025,1388,2416,19934,20183,1432,1717,3509,4637,1127,3724,12183,10730,38182,40991,79180
50301,9,3,29,80,187,924,21,49,678,1271,1948,14089,14363,419,558,1420,2338,500,2278,10120,9219,26549,28748,55294
50302,9,9,61,72,203,976,76,123,671,1339,2007,17659,17485,1146,1101,3208,4130,651,2708,21002,18944,43655,44363,88022
50401,11,10,43,70,213,894,20,30,639,1169,1809,15450,15359,968,1066,2557,3590,694,2810,13509,11403,33181,34226,67399
50402,3,5,21,21,80,292,9,6,279,400,683,9091,8547,624,591,1410,1693,363,1142,6541,4645,18026,16615,34645
50403,12,4,19,50,150,583,10,20,486,797,1283,24469,24635,1607,2063,3307,5150,722,2678,19220,16661,49324,51189,100512
50501,18,6,38,83,255,1138,9,30,863,1539,2401,34555,34852,1422,1784,3582,5574,1036,3934,20908,17524,61511,63664,125175
50502,27,22,74,175,482,2139,50,81,1655,2878,4532,37388,37231,2048,2468,5555,8606,1447,6779,30754,27323,77194,82409,159600
50503,6,3,36,53,236,883,22,20,726,1165,1895,36624,36877,2071,2723,4101,6744,1020,3976,26944,23709,70750,74029,144780
50601,6,3,21,24,122,400,17,11,372,542,917,15190,15296,997,1195,2292,3074,524,1867,11507,9942,30507,31365,61871
50602,6,6,24,53,164,604,29,16,467,806,1279,12425,12076,915,1000,2429,3007,521,2105,14226,11248,30521,29443,59958
50603,7,8,35,77,237,1135,33,62,703,1512,2209,19290,19340,792,927,2003,3158,674,3101,15645,12544,38399,39066,77471
50604,9,4,32,36,183,658,20,13,554,876,1431,24339,23626,1324,1545,2944,3957,778,3090,17866,13952,47250,46159,93412
50605,4,3,8,47,110,400,8,13,366,558,922,12030,12138,644,770,1579,2248,474,1685,8042,6661,22772,23505,46275
50606,0,0,4,0,27,76,7,0,88,103,189,5446,5376,292,328,655,790,149,389,3778,3266,10323,10153,20475
50607,5,3,11,54,138,571,17,32,358,778,1136,7974,8072,424,512,1168,1966,335,1421,7467,6591,17370,18567,35933
50701,11,6,30,51,180,701,24,24,485,925,1413,20286,20447,1077,1365,2685,3792,680,2629,15171,13378,39897,41600,81504
50702,3,3,23,40,106,440,25,16,328,577,901,6395,6397,467,486,1437,2002,334,1312,6334,5942,14969,16145,31121
50703,5,3,8,3,38,152,4,0,123,200,324,7124,6768,542,577,1083,1456,241,798,6480,5167,15469,14768,30236
50704,16,8,41,103,334,1562,23,51,1128,2121,3244,21967,22322,788,1109,2210,3897,888,3878,13862,12557,39713,43761,83478
50705,14,3,40,52,247,756,14,18,686,1025,1712,23577,23682,1619,2072,3649,4811,957,3118,18016,15693,47817,49377,97197
50901,15,4,28,31,187,634,26,10,597,864,1467,12384,12082,875,876,2055,2550,693,2236,7840,6460,23858,24203,48062
50902,10,6,20,23,134,420,21,11,403,561,964,12197,11750,931,771,2320,2131,652,1799,7761,5497,23859,21946,45809
50903,7,0,10,7,55,168,14,3,184,231,412,4419,4298,312,300,726,675,224,706,2640,1944,8320,7922,16241
51001,3,0,4,6,28,49,3,12,52,69,117,4544,4348,446,465,1000,933,195,518,6743,6798,12921,13063,25984
51002,0,0,0,0,9,8,3,8,19,21,40,5297,3313,551,282,913,516,76,191,5350,3537,12193,7833,20024
51003,0,0,3,0,9,3,0,0,15,7,22,8417,4592,645,324,1282,701,110,176,7227,4005,17674,9794,27474
51101,3,0,3,3,41,132,6,3,106,166,276,3144,3130,227,211,515,557,157,559,2414,1820,6446,6284,12732
51102,0,0,6,3,13,39,4,0,41,49,92,1662,1588,155,126,429,319,84,206,1621,1355,3948,3594,7545
51103,3,0,5,3,21,92,3,0,69,110,178,6857,6261,694,520,1247,1109,240,711,7351,5426,16387,14029,30412
51104,9,3,20,21,137,341,23,9,400,467,866,10378,10011,772,824,2008,1971,576,1661,8353,6800,22083,21271,43355
59797,0,0,0,0,0,0,0,0,3,0,3,199,5,10,0,29,3,0,0,169,14,408,26,434
59999,0,0,0,0,3,12,3,0,12,11,23,782,732,268,109,499,263,43,71,1740,1058,3336,2220,5559
60101,0,0,0,7,17,59,5,5,56,91,143,2697,2717,228,270,519,706,146,457,2670,2675,6268,6827,13092
60102,6,3,15,43,211,730,9,22,531,936,1468,10264,10162,637,770,1772,2684,643,2227,7315,6640,20637,22479,43120
60103,8,9,24,35,190,617,22,33,485,808,1292,8472,8466,780,979,2019,2876,720,2460,8796,7862,20790,22642,43428
60104,4,0,10,26,77,313,10,19,248,433,679,6746,6825,343,450,957,1544,285,1141,4004,3887,12329,13852,26181
60105,9,3,21,41,155,684,15,60,470,933,1402,8982,8964,513,609,1591,2329,440,1792,9369,8736,20895,22426,43315
60106,4,0,13,3,43,129,4,3,117,170,286,3068,3075,242,274,704,857,182,519,2230,1975,6422,6703,13123
60201,7,7,37,55,271,1107,27,56,745,1446,2189,14565,14577,927,1264,2588,4075,964,3563,12597,11389,31642,34863,66510
60202,0,0,11,14,79,188,15,16,190,260,456,4937,4926,348,322,909,1025,305,864,2676,2350,9171,9488,18665
60203,9,0,14,12,114,323,16,15,293,433,728,7771,7749,624,487,1626,1633,553,1529,4894,3982,15469,15381,30849
60301,3,3,0,4,20,43,5,9,54,68,125,2233,2237,210,147,568,417,176,312,1644,1250,4836,4352,9191
60302,3,0,8,7,52,114,8,12,127,166,298,3905,3898,287,252,875,956,225,626,2618,2175,7906,7912,15817
60303,0,3,6,3,25,57,12,3,87,84,172,1498,1493,141,113,403,295,130,340,837,637,3006,2881,5887
60401,3,9,11,40,158,574,30,20,462,749,1207,9228,9298,666,808,1697,2298,668,2321,6452,5778,18718,20499,39213
60402,13,7,25,28,122,527,22,17,386,701,1083,8867,8903,598,740,1717,2176,529,2019,5768,5196,17476,19026,36508
60403,4,0,8,3,35,109,0,3,99,134,233,3321,3307,328,268,693,626,215,602,2600,1997,7158,6801,13955
69797,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,3,0,0,0,20,6,49,18,73
69999,0,0,0,0,0,0,0,0,0,0,3,87,81,37,32,62,60,6,12,298,174,481,350,835
70101,0,0,11,7,19,72,3,3,73,96,166,4738,4261,351,279,994,920,135,392,5742,4454,11967,10301,22269
70102,3,5,8,21,48,116,10,5,123,180,309,9874,9622,632,728,1533,1928,292,1116,9116,7840,21442,21236,42671
70103,3,0,0,0,9,21,3,0,29,35,63,4890,3548,414,248,951,695,120,284,5473,2733,11846,7506,19349
70104,3,0,6,0,11,31,10,4,46,46,85,5538,5452,367,456,887,1094,119,420,5654,5022,12572,12445,25016
70201,3,0,5,11,26,100,8,11,67,127,195,6318,6066,475,628,881,1059,255,863,5994,5819,13921,14429,28350
70202,0,0,0,0,0,7,3,0,3,14,17,827,797,94,87,125,116,46,111,1053,901,2144,2008,4156
70203,0,0,0,3,8,11,0,3,14,23,36,2462,2409,196,171,409,330,125,341,2933,2619,6125,5869,11998
70204,0,0,0,0,0,3,0,0,0,5,8,2242,2222,140,152,169,229,104,350,1984,1705,4640,4656,9295
70205,0,0,0,3,6,16,11,3,30,26,56,3152,3061,279,260,456,439,131,371,3132,2625,7149,6751,13906
79797,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,4,0,0,24,7,61,9,72
79999,0,0,0,0,0,0,0,0,0,0,0,406,402,61,31,143,85,26,28,605,491,1240,1043,2281
80101,3,9,16,50,169,630,20,35,523,878,1398,18685,18618,874,1108,2311,3818,672,2460,15429,14040,37964,40050,78013
80103,0,0,3,0,0,8,0,0,6,8,17,306,168,52,26,128,65,16,38,510,145,1012,443,1455
80104,0,0,3,5,26,74,3,0,101,105,210,14867,14908,545,715,1242,2174,203,798,9485,9037,26346,27624,53975
80105,6,3,30,45,128,461,15,17,416,641,1058,7697,7524,469,490,1380,1838,335,1319,13237,12109,23115,23284,46406
80106,3,0,16,27,109,442,9,17,304,575,881,5372,5311,304,286,721,1132,270,1006,4415,4251,11079,11990,23075
80107,3,0,14,38,96,420,11,5,333,588,923,17244,17324,850,1175,2356,3885,517,1990,12074,11048,33046,35420,68469
80108,4,0,15,23,84,274,5,10,223,364,586,4842,4877,217,262,660,1062,263,863,2707,2617,8682,9675,18358
80109,3,0,18,34,128,469,8,24,408,666,1076,7363,7404,327,333,848,1427,339,1369,4854,4342,13732,14872,28604
80110,0,0,0,0,0,3,0,0,3,3,3,884,877,28,48,89,104,11,41,699,809,1713,1884,3601
80111,0,0,0,3,0,0,0,0,0,3,3,129,126,7,0,11,21,3,4,87,74,239,229,464
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,3,0,0,0,3,3,35,27,27,12,42,39,3,10,180,131,297,209,506
90101,0,0,0,0,0,3,0,0,0,3,3,463,358,41,10,69,25,15,27,385,146,963,563,1526
90102,0,0,0,0,0,0,0,0,0,0,0,159,155,3,0,11,9,0,8,39,43,211,216,430
90103,0,0,0,0,0,0,0,0,0,0,0,40,33,8,3,10,8,9,17,112,78,175,140,312
90104,0,0,0,3,7,19,0,0,25,24,45,349,351,22,41,92,108,24,83,183,206,660,787,1450
99797,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,6
99999,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,7,3,0,0,3,10,21,30,46